date, pm25, pm10
12/14/2020,144,93
12/15/2020,145,112
12/16/2020,156,92
12/17/2020,148,97
12/18/2020,164,96
12/19/2020,173,85
12/20/2020,167, 
12/21/2020,173, 
12/22/2020,159, 
12/23/2020,186, 
12/24/2020,178,102
12/25/2020,166,93
12/26/2020,170, 
12/27/2020,176, 
12/28/2020,167, 
12/29/2020,168,90
12/30/2020,178, 
12/31/2020,197,118
1/1/2021,193,84
1/2/2021,207, 
1/3/2021,190, 
7/1/2020,78,28
7/2/2020,76,16
7/3/2020,70, 
7/4/2020,58, 
7/5/2020,47, 
7/6/2020,29,11
7/7/2020,29,10
7/8/2020,28,11
7/9/2020,40,11
7/10/2020,34,7
7/11/2020,26, 
7/12/2020,43,14
7/13/2020,44,15
7/14/2020,36,17
7/15/2020,51,15
7/16/2020,32,14
7/17/2020,36,9
7/18/2020,36,9
7/19/2020,38,9
7/20/2020,33,12
7/21/2020,39,13
7/22/2020,32,11
7/23/2020,36,12
7/24/2020,34,15
7/25/2020,34,19
7/28/2020,51,21
7/29/2020,41,15
7/30/2020,45,18
7/31/2020,46,14
8/1/2020,35,15
8/2/2020,47,14
8/3/2020,54,18
8/4/2020,55,7
8/5/2020,29,8
8/6/2020,21,11
8/7/2020,32,9
8/8/2020,38,11
8/9/2020,31,18
8/10/2020,42,6
8/11/2020,29, 
8/12/2020,31, 
8/13/2020,49,9
8/14/2020,34,11
8/15/2020,33,12
8/16/2020,29,11
8/17/2020,41,10
8/18/2020,37,11
8/19/2020,40,7
8/20/2020,22,7
8/21/2020,20,7
8/22/2020,22,9
8/23/2020,19,10
8/24/2020,28,8
8/25/2020,30,9
8/26/2020,41,9
8/27/2020,29,8
8/28/2020,28,8
8/29/2020,30,13
8/30/2020,45,11
8/31/2020,50,13
9/1/2020,46,9
9/2/2020,41,9
9/3/2020,38,12
9/4/2020,48,13
9/5/2020,51,14
9/6/2020,60,15
9/7/2020,62,14
9/8/2020,60,14
9/9/2020,62,14
9/10/2020,59,13
9/11/2020,63,12
9/12/2020,59, 
9/13/2020,50, 
9/14/2020,64, 
9/15/2020,72, 
9/16/2020,76,23
9/17/2020,87,18
9/18/2020,68,18
9/19/2020,73,28
9/20/2020,76,18
9/21/2020,60,19
9/22/2020,60,5
9/23/2020,27,8
9/24/2020,38,12
9/25/2020,27,12
9/26/2020,31,20
9/27/2020,44,27
9/28/2020,59,31
9/29/2020,73, 
9/30/2020,88, 
4/1/2020,114,26
4/2/2020,94,31
4/3/2020,111,37
4/4/2020,128,41
4/5/2020,149,51
4/6/2020,157,47
4/7/2020,153,54
4/8/2020,158,44
4/9/2020,139,45
4/10/2020,152,62
4/11/2020,188,55
4/12/2020,178,50
4/13/2020,164,39
4/14/2020,139,22
4/15/2020,79,32
4/16/2020,103,33
4/17/2020,109,22
4/18/2020,76,23
4/19/2020,86,20
4/20/2020,78,10
4/21/2020,49,13
4/22/2020,52,23
4/23/2020,77,30
4/24/2020,92, 
4/25/2020,85, 
4/26/2020,91,18
4/27/2020,71,19
4/28/2020,69,18
4/29/2020,68,18
4/30/2020,70,19
5/1/2020,70,17
5/2/2020,69,22
5/3/2020,78,18
5/4/2020,60, 
5/5/2020,59,10
5/6/2020,38,13
5/7/2020,51,17
5/8/2020,66,17
5/9/2020,71,23
5/10/2020,79,33
5/11/2020,113,23
5/12/2020,92,20
5/13/2020,85,22
5/14/2020,100,23
5/15/2020,96,25
5/16/2020,114,22
5/17/2020,103,23
5/18/2020,102,17
5/19/2020,81,13
5/20/2020,80,14
5/21/2020,76,16
5/22/2020,90,14
5/23/2020,70,15
5/24/2020,88,20
5/25/2020,93, 
5/26/2020,86,31
5/27/2020,72,20
5/28/2020,62,13
5/29/2020,41,19
5/30/2020,61,19
5/31/2020,66,19
6/1/2020,68,14
6/2/2020,61,25
6/3/2020,71,20
6/4/2020,90,11
6/5/2020,55,9
6/6/2020,28,10
6/7/2020,37,9
6/8/2020,34,28
6/9/2020,68,12
6/10/2020,70,18
6/11/2020,69,15
6/12/2020,55,12
6/13/2020,37,12
6/14/2020,20,10
6/15/2020,30,10
6/16/2020,21,10
6/17/2020,31,10
6/18/2020,27,13
6/19/2020,36, 
6/20/2020,58, 
6/21/2020,62, 
6/22/2020,29,32
6/23/2020,44,22
6/24/2020,49,18
6/25/2020,54,11
6/26/2020,28,14
6/27/2020,36,15
6/28/2020,51,18
6/29/2020,41,24
6/30/2020,67,27
1/1/2020,216,115
1/2/2020,217,82
1/3/2020,206,57
1/4/2020,145,55
1/5/2020,114,70
1/6/2020,154,70
1/7/2020,163,73
1/8/2020,179,60
1/9/2020,157,61
1/10/2020,146,73
1/11/2020,163,70
1/12/2020,172,82
1/13/2020,173,84
1/14/2020,183,74
1/15/2020,165,73
1/16/2020,171,43
1/17/2020,126,80
1/18/2020,142,82
1/19/2020,150,82
1/20/2020,145,107
1/21/2020,201,102
1/22/2020,175,81
1/23/2020,147,81
1/24/2020,144,85
1/25/2020,164,82
1/26/2020,165,89
1/27/2020,165,99
1/28/2020,179,77
1/29/2020,153,83
1/30/2020,151,75
1/31/2020,149,83
2/1/2020,145,72
2/2/2020,142,81
2/3/2020,152,81
2/4/2020,161,75
2/5/2020,158,92
2/6/2020,162,88
2/7/2020,163,96
2/8/2020,152,87
2/9/2020,161, 
2/10/2020,162, 
2/11/2020,160, 
2/12/2020,164,66
2/13/2020,164,67
2/14/2020,165,75
2/15/2020,173,80
2/16/2020,183,74
2/17/2020,192,68
2/18/2020,181,63
2/19/2020,175, 
2/20/2020,191, 
2/21/2020,209, 
2/22/2020,149, 
2/23/2020,162,56
2/24/2020,149,72
2/25/2020,122,26
2/26/2020,75,48
2/27/2020,97,60
2/28/2020,122,42
2/29/2020,132,68
3/1/2020,123,61
3/2/2020,133,36
3/3/2020,138,50
3/4/2020,124,56
3/5/2020,124,55
3/6/2020,124,40
3/7/2020,118,39
3/8/2020,121,45
3/9/2020,119,46
3/10/2020,137,58
3/16/2020,113,59
3/17/2020,119, 
3/18/2020,127, 
3/19/2020,138, 
3/20/2020,126, 
3/21/2020,116, 
3/22/2020,112, 
3/23/2020,86, 
3/24/2020,107, 
3/25/2020,104, 
3/26/2020,117, 
3/27/2020,127, 
3/28/2020,63, 
3/29/2020,90, 
3/30/2020,100,34
3/31/2020,117,34
10/1/2019,36, 
10/2/2019,56,5
10/3/2019,66,4
10/4/2019,66, 
10/5/2019,61, 
10/6/2019,68, 
10/7/2019,74, 
10/8/2019,74, 
10/9/2019,48, 
10/10/2019,56, 
10/11/2019,55, 
10/12/2019,79, 
10/13/2019,87, 
10/14/2019,104,9
10/15/2019,99,7
10/16/2019,90,7
10/17/2019,88, 
10/18/2019,95, 
10/19/2019,106, 
10/20/2019,113, 
10/21/2019,126, 
10/22/2019,115,113
10/23/2019,131,84
10/24/2019,123,97
10/25/2019,151,76
10/26/2019,122,66
10/27/2019,116,64
10/28/2019,117, 
10/29/2019,112, 
10/30/2019,92,67
10/31/2019,98,71
11/1/2019,120,86
11/2/2019,134, 
11/3/2019,132,63
11/4/2019,107,69
11/5/2019,115,86
11/6/2019,148,78
11/7/2019,146,92
11/8/2019,145,82
11/9/2019,137,70
11/10/2019,108,70
11/11/2019,106,78
11/12/2019,137,74
11/13/2019,133,74
11/14/2019,132,82
11/15/2019,126,75
11/16/2019,122,75
11/17/2019,115,84
11/18/2019,132,96
11/19/2019,156,95
11/20/2019,162,94
11/21/2019,160,88
11/22/2019,156,95
11/23/2019,158,93
11/24/2019,162,85
11/25/2019,149,94
11/26/2019,161,101
11/27/2019,159,94
11/28/2019,147,114
11/29/2019,158, 
11/30/2019,139,85
12/1/2019,127,76
12/2/2019,135,77
12/3/2019,143,83
12/4/2019,157,95
12/5/2019,166,91
12/6/2019,168,104
12/7/2019,159,124
12/8/2019,149,90
12/9/2019,141,76
12/10/2019,145,67
12/11/2019,137,78
12/12/2019,161,57
12/13/2019,172,48
12/14/2019,78,46
12/15/2019,125, 
12/25/2019,181,83
12/26/2019,155,79
12/27/2019,155,90
12/28/2019,183,94
12/29/2019,186, 
7/1/2019,111,5
7/2/2019,68, 
7/3/2019,49, 
7/4/2019,57,15
7/5/2019,59,2
7/6/2019,44,2
7/7/2019,45,3
7/8/2019,51,2
7/9/2019,45,2
7/10/2019,51,2
7/11/2019,32,1
7/12/2019,23, 
7/13/2019,43, 
7/14/2019,63, 
7/15/2019,94, 
7/16/2019,92, 
7/17/2019,81, 
7/18/2019,59, 
7/19/2019,76, 
7/20/2019,70, 
7/21/2019,70, 
7/22/2019,76, 
7/23/2019,67, 
7/24/2019,74, 
7/25/2019,50, 
7/26/2019,58, 
7/27/2019,43, 
7/28/2019,41, 
7/29/2019,51, 
7/30/2019,46, 
7/31/2019,46, 
8/1/2019,49, 
8/2/2019,59, 
8/3/2019,58, 
8/4/2019,50, 
8/5/2019,49, 
8/6/2019,49, 
8/7/2019,39, 
8/8/2019,44, 
8/9/2019,40, 
8/10/2019,44, 
8/11/2019,47, 
8/12/2019,52, 
8/13/2019,36, 
8/14/2019,45, 
8/15/2019,43, 
8/16/2019,43, 
8/17/2019,46, 
8/18/2019,56, 
8/19/2019,46, 
8/20/2019,58, 
8/21/2019,69, 
8/22/2019,61, 
8/23/2019,70, 
8/24/2019,39, 
8/25/2019,48, 
8/26/2019,72, 
8/27/2019,69, 
8/28/2019,66, 
8/29/2019,62, 
8/30/2019,55, 
8/31/2019,46, 
9/1/2019,62, 
9/2/2019,70, 
9/3/2019,59, 
9/4/2019,49, 
9/5/2019,51, 
9/6/2019,39, 
9/7/2019,42, 
9/8/2019,49, 
9/9/2019,61, 
9/10/2019,57, 
9/11/2019,73, 
9/12/2019,61, 
9/13/2019,54, 
9/14/2019,53, 
9/15/2019,65, 
9/16/2019,71, 
9/17/2019,65, 
9/18/2019,53, 
9/19/2019,73, 
9/20/2019,78, 
9/21/2019,66, 
9/22/2019,70, 
9/23/2019,70, 
9/24/2019,77, 
9/25/2019,51, 
9/26/2019,39, 
9/27/2019,48, 
9/28/2019,44, 
9/29/2019,51, 
9/30/2019,61, 
4/1/2019,115, 
4/2/2019,102, 
4/3/2019,149, 
4/4/2019,161, 
4/5/2019,175, 
4/6/2019,140, 
4/7/2019,82, 
4/8/2019,114, 
4/9/2019,133, 
4/10/2019,122, 
4/11/2019,116, 
4/12/2019,129, 
4/13/2019,137, 
4/14/2019,140, 
4/15/2019,129, 
4/16/2019,129, 
4/17/2019,89, 
4/18/2019,118, 
4/19/2019,119, 
4/20/2019,131, 
4/21/2019,157, 
4/22/2019,161, 
4/23/2019,158, 
4/24/2019,160, 
4/25/2019,154, 
4/26/2019,150, 
4/27/2019,165, 
4/28/2019,161, 
4/29/2019,164, 
4/30/2019,164, 
5/1/2019,155, 
5/2/2019,136, 
5/3/2019,146, 
5/4/2019,116, 
5/5/2019,121, 
5/6/2019,160, 
5/7/2019,172, 
5/8/2019,174, 
5/9/2019,186, 
5/10/2019,182, 
5/11/2019,172, 
5/12/2019,112, 
5/13/2019,147, 
5/14/2019,161, 
5/15/2019,136, 
5/16/2019,136, 
5/17/2019,124, 
5/18/2019,150, 
5/19/2019,140, 
5/20/2019,156, 
5/21/2019,160, 
5/22/2019,150, 
5/23/2019,131, 
5/24/2019,146, 
5/25/2019,116, 
5/26/2019,95, 
5/27/2019,140, 
5/28/2019,145, 
5/29/2019,150, 
5/30/2019,142, 
5/31/2019,136, 
6/1/2019,110, 
6/2/2019,92, 
6/3/2019,92, 
6/4/2019,98, 
6/5/2019,97, 
6/6/2019,89, 
6/7/2019,63, 
6/8/2019,83, 
6/9/2019,90,1
6/10/2019,106,52
6/11/2019,111,53
6/12/2019,98,53
6/13/2019,108,66
6/14/2019,116,15
6/15/2019,114,29
6/16/2019,142,56
6/17/2019,134,35
6/18/2019,94,45
6/19/2019,111,24
6/20/2019,94,7
6/21/2019,89,3
6/22/2019,57,4
6/23/2019,68,5
6/24/2019,69,5
6/25/2019,75,7
6/26/2019,99,5
6/27/2019,78,7
6/28/2019,92,8
6/29/2019,100,8
6/30/2019,104,13
1/1/2019,194, 
1/2/2019,189, 
1/3/2019,174, 
1/4/2019,175, 
1/5/2019,203, 
1/6/2019,218, 
1/7/2019,223, 
1/8/2019,181, 
1/9/2019,189, 
1/10/2019,192, 
1/11/2019,196, 
1/12/2019,205, 
1/13/2019,210, 
1/14/2019,184, 
1/15/2019,183, 
1/16/2019,187, 
1/17/2019,199, 
1/18/2019,192, 
1/19/2019,192, 
1/20/2019,187, 
1/21/2019,183, 
1/22/2019,199, 
1/23/2019,128, 
1/24/2019,177, 
1/25/2019,163, 
1/26/2019,137, 
1/27/2019,207, 
1/28/2019,167, 
1/29/2019,163, 
1/30/2019,173, 
1/31/2019,186, 
2/1/2019,200, 
2/2/2019,182, 
2/3/2019,167, 
2/4/2019,169, 
2/5/2019,175, 
2/6/2019,179, 
2/7/2019,166, 
2/8/2019,118, 
2/9/2019,72, 
2/10/2019,143, 
2/11/2019,148, 
2/12/2019,160, 
2/13/2019,159, 
2/14/2019,185, 
2/15/2019,167, 
2/16/2019,130, 
2/17/2019,122, 
2/18/2019,145, 
2/19/2019,152, 
2/20/2019,152, 
2/21/2019,161, 
2/22/2019,153, 
2/23/2019,145, 
2/24/2019,147, 
2/25/2019,100, 
2/26/2019,123, 
2/27/2019,116, 
2/28/2019,46, 
3/6/2019,136, 
3/7/2019,147, 
3/8/2019,144, 
3/9/2019,150, 
3/10/2019,147, 
3/11/2019,149, 
3/12/2019,144, 
3/13/2019,148, 
3/14/2019,146, 
3/15/2019,137, 
3/16/2019,151, 
3/17/2019,161, 
3/18/2019,155, 
3/19/2019,165, 
3/20/2019,148, 
3/21/2019,137, 
3/22/2019,141, 
3/23/2019,152, 
3/24/2019,202, 
3/25/2019,209, 
3/26/2019,109, 
3/27/2019,112, 
3/28/2019,147, 
3/29/2019,161, 
3/30/2019,176, 
3/31/2019,147, 
10/1/2018,96,82
10/2/2018,102,79
10/3/2018,107,87
10/4/2018,123,90
10/5/2018,114,87
10/6/2018,112,92
10/7/2018,106,104
10/8/2018,109,87
10/9/2018,120,91
10/10/2018,126,90
10/11/2018,113,92
10/12/2018,92,72
10/13/2018,72,105
10/14/2018,89,96
10/15/2018,109,90
10/16/2018,123,73
10/17/2018,133,83
10/18/2018,141,74
10/23/2018,116,133
10/24/2018,140,105
10/25/2018,153,153
10/26/2018,135,144
10/27/2018,127,125
10/28/2018,120,108
10/29/2018,121,149
10/30/2018,128,197
10/31/2018,132,135
11/1/2018,135,121
11/2/2018,126,108
11/3/2018,120,146
11/4/2018,143,168
11/5/2018,144,132
11/6/2018,137,101
11/7/2018,136,94
11/8/2018,147,83
11/9/2018,134,77
11/10/2018,123,86
11/11/2018,123,93
11/12/2018,130,98
11/13/2018,149,104
11/14/2018,150,139
11/15/2018,154,154
11/16/2018,154,118
11/17/2018,155,63
11/18/2018,155,62
11/19/2018,172,63
11/20/2018,184,60
11/21/2018,183,130
11/22/2018,172,128
11/23/2018,159,119
11/24/2018,157,177
11/25/2018,166,120
11/26/2018,154,124
11/27/2018,149,129
11/28/2018,156,112
11/29/2018,153,93
11/30/2018,150,83
12/1/2018,155,87
12/2/2018,155,92
12/3/2018,164,89
12/4/2018,168,95
12/5/2018,179,81
12/6/2018,163,73
12/7/2018,156,75
12/8/2018,161,75
12/9/2018,160,60
12/10/2018,154,62
12/11/2018,146,58
12/12/2018,143,72
12/13/2018,155,72
12/14/2018,156,67
12/15/2018,163,68
12/16/2018,162,63
12/17/2018,232,52
12/18/2018,189,71
12/19/2018,189,63
12/20/2018,197,53
12/21/2018,178, 
12/22/2018,174, 
12/23/2018,179, 
12/24/2018,178, 
12/25/2018,169, 
12/26/2018,166, 
12/27/2018,160, 
12/28/2018,170, 
12/29/2018,181, 
12/30/2018,204, 
7/1/2018,64, 
7/2/2018,54, 
7/3/2018,57, 
7/4/2018,54, 
7/5/2018,79, 
7/6/2018,73, 
7/7/2018,64, 
7/8/2018,65, 
7/9/2018,63, 
7/10/2018,49, 
7/11/2018,49, 
7/12/2018,42, 
7/13/2018,49, 
7/14/2018,52, 
7/15/2018,51, 
7/16/2018,45, 
7/17/2018,49, 
7/18/2018,44, 
7/19/2018,45, 
7/20/2018,71, 
7/21/2018,50, 
7/22/2018,58, 
7/23/2018,42, 
7/24/2018,47, 
7/25/2018,44, 
7/26/2018,47, 
7/27/2018,46, 
7/28/2018,36, 
7/29/2018,52, 
7/30/2018,61, 
7/31/2018,50, 
8/1/2018,53, 
8/2/2018,59, 
8/3/2018,51, 
8/4/2018,56, 
8/5/2018,59, 
8/6/2018,54, 
8/7/2018,61, 
8/8/2018,51, 
8/9/2018,62, 
8/10/2018,63, 
8/11/2018,43, 
8/12/2018,65, 
8/13/2018,47, 
8/14/2018,61, 
8/15/2018,43, 
8/16/2018,63, 
8/17/2018,61, 
8/18/2018,45, 
8/19/2018,54,69
8/20/2018,60,51
8/21/2018,52,46
8/22/2018,46,35
8/23/2018,44,38
8/24/2018,41,32
8/25/2018,51,52
8/26/2018,61,28
8/27/2018,40,30
8/28/2018,49,33
8/29/2018,40,35
8/30/2018,48,38
8/31/2018,48,38
9/1/2018,54,55
9/2/2018,48,55
9/3/2018,52,61
9/4/2018,58,54
9/5/2018,70,44
9/6/2018,63,50
9/7/2018,48,47
9/8/2018,51,48
9/9/2018,56,35
9/10/2018,51,38
9/11/2018,57,54
9/12/2018,60,61
9/13/2018,64,63
9/14/2018,78,60
9/15/2018,81,55
9/16/2018,77,57
9/17/2018,77,61
9/18/2018,74,58
9/19/2018,74,59
9/20/2018,78,38
9/21/2018,58,54
9/22/2018,63,56
9/23/2018,63,65
9/24/2018,69,73
9/25/2018,92,70
9/26/2018,83,69
9/27/2018,82,74
9/28/2018,80,71
9/29/2018,94,75
9/30/2018,108,89
4/1/2018,146, 
4/2/2018,154, 
4/3/2018,143, 
4/4/2018,130, 
4/5/2018,120, 
4/6/2018,136, 
4/7/2018,140, 
4/8/2018,152, 
4/9/2018,153, 
4/10/2018,144, 
4/11/2018,147, 
4/12/2018,135, 
4/13/2018,144, 
4/14/2018,148, 
4/15/2018,164, 
4/16/2018,169, 
4/17/2018,152, 
4/18/2018,152, 
4/19/2018,140, 
4/20/2018,137, 
4/21/2018,141, 
4/22/2018,139, 
4/23/2018,193, 
4/24/2018,171, 
4/25/2018,169, 
4/26/2018,164, 
4/27/2018,143, 
4/28/2018,142, 
4/29/2018,127, 
4/30/2018,111, 
5/1/2018,106, 
5/2/2018,115, 
5/3/2018,97, 
5/4/2018,111, 
5/5/2018,106, 
5/6/2018,116, 
5/7/2018,139, 
5/8/2018,137, 
5/9/2018,97, 
5/10/2018,116, 
5/11/2018,126, 
5/12/2018,120, 
5/13/2018,118, 
5/14/2018,88, 
5/15/2018,99, 
5/16/2018,111, 
5/17/2018,84, 
5/18/2018,127, 
5/19/2018,119, 
5/20/2018,119, 
5/21/2018,118, 
5/22/2018,106, 
5/23/2018,99, 
5/24/2018,80, 
5/25/2018,113, 
5/26/2018,138, 
5/27/2018,146, 
5/28/2018,114, 
5/29/2018,125, 
5/30/2018,105, 
5/31/2018,133, 
6/1/2018,114, 
6/2/2018,90, 
6/3/2018,117, 
6/4/2018,117, 
6/5/2018,79, 
6/6/2018,74, 
6/7/2018,69, 
6/8/2018,88, 
6/9/2018,91, 
6/10/2018,56, 
6/11/2018,69, 
6/12/2018,74, 
6/13/2018,111, 
6/14/2018,107, 
6/15/2018,150, 
6/16/2018,123, 
6/18/2018,152, 
6/19/2018,142, 
6/20/2018,133, 
6/21/2018,109, 
6/22/2018,120, 
6/23/2018,122, 
6/24/2018,116, 
6/25/2018,96, 
6/26/2018,90, 
6/27/2018,63, 
6/28/2018,51, 
6/29/2018,66, 
6/30/2018,43, 
1/2/2018,126, 
1/3/2018,155, 
1/4/2018,161, 
1/5/2018,156, 
1/6/2018,159, 
1/7/2018,160, 
1/8/2018,153, 
1/9/2018,185, 
1/10/2018,194, 
1/11/2018,191, 
1/12/2018,188, 
1/13/2018,186, 
1/14/2018,171, 
1/15/2018,168, 
1/16/2018,161, 
1/17/2018,166, 
1/18/2018,180, 
1/19/2018,175, 
1/20/2018,179, 
1/21/2018,157, 
1/22/2018,174, 
1/23/2018,173, 
1/24/2018,154, 
1/25/2018,160, 
1/26/2018,158, 
1/27/2018,158, 
1/28/2018,170, 
1/29/2018,180, 
1/30/2018,185, 
1/31/2018,185, 
2/1/2018,189, 
2/2/2018,194, 
2/3/2018,173, 
2/4/2018,178, 
2/5/2018,173, 
2/6/2018,178, 
2/7/2018,176, 
2/8/2018,155, 
2/9/2018,152, 
2/10/2018,154, 
2/11/2018,163, 
2/12/2018,207, 
2/13/2018,182, 
2/14/2018,179, 
2/15/2018,152, 
2/16/2018,169, 
2/17/2018,169, 
2/18/2018,164, 
2/19/2018,174, 
2/20/2018,180, 
2/21/2018,178, 
2/27/2018,91, 
2/28/2018,171, 
3/1/2018,171, 
3/2/2018,165, 
3/3/2018,132, 
3/4/2018,158, 
3/5/2018,142, 
3/6/2018,131, 
3/7/2018,156, 
3/8/2018,168, 
3/9/2018,159, 
3/10/2018,160, 
3/11/2018,178, 
3/12/2018,170, 
3/13/2018,170, 
3/14/2018,168, 
3/15/2018,171, 
3/16/2018,105, 
3/17/2018,147, 
3/18/2018,171, 
3/19/2018,194, 
3/20/2018,203, 
3/21/2018,200, 
3/22/2018,180, 
3/23/2018,174, 
3/24/2018,184, 
3/25/2018,194, 
3/26/2018,204, 
3/27/2018,195, 
3/28/2018,203, 
3/29/2018,144, 
3/30/2018,114, 
3/31/2018,110, 
10/1/2017,44, 
10/2/2017,44, 
10/3/2017,56, 
10/4/2017,61, 
10/5/2017,59, 
10/6/2017,61, 
10/7/2017,57, 
10/8/2017,72, 
10/9/2017,80, 
10/10/2017,79, 
10/11/2017,87, 
10/12/2017,80, 
10/13/2017,77, 
10/14/2017,103, 
10/15/2017,149, 
10/16/2017,148, 
10/17/2017,141, 
10/18/2017,122, 
10/19/2017,121, 
10/20/2017,91, 
10/21/2017,71, 
10/22/2017,79, 
10/23/2017,115, 
10/24/2017,122, 
10/25/2017,129, 
10/26/2017,151, 
10/27/2017,148, 
10/28/2017,132, 
10/29/2017,92, 
10/30/2017,84, 
11/13/2017,182, 
11/14/2017,145, 
11/15/2017,159, 
11/16/2017,155, 
11/17/2017,145, 
11/18/2017,121, 
11/19/2017,126, 
11/20/2017,167, 
11/21/2017,141, 
11/22/2017,140, 
11/23/2017,136, 
11/24/2017,142, 
11/25/2017,157, 
11/26/2017,146, 
11/27/2017,142, 
11/28/2017,146, 
11/29/2017,167, 
11/30/2017,175, 
12/1/2017,196, 
12/2/2017,157, 
12/3/2017,153, 
12/4/2017,181, 
12/5/2017,147, 
12/6/2017,142, 
12/7/2017,134, 
12/8/2017,147, 
12/19/2017,166, 
12/20/2017,173, 
12/21/2017,167, 
12/22/2017,160, 
12/23/2017,168, 
12/24/2017,165, 
12/25/2017,164, 
12/26/2017,166, 
12/27/2017,180, 
7/1/2017,77, 
7/2/2017,64, 
7/3/2017,71, 
7/4/2017,50, 
7/5/2017,61, 
7/6/2017,74, 
7/7/2017,57, 
7/8/2017,64, 
7/9/2017,71, 
7/10/2017,71, 
7/11/2017,62, 
7/12/2017,61, 
7/13/2017,69, 
7/14/2017,65, 
7/15/2017,60, 
7/16/2017,61, 
7/17/2017,60, 
7/18/2017,58, 
7/19/2017,73, 
7/20/2017,62, 
7/21/2017,62, 
7/22/2017,53, 
7/23/2017,52, 
7/24/2017,46, 
7/25/2017,51, 
7/26/2017,60, 
7/27/2017,66, 
7/28/2017,67, 
7/29/2017,67, 
7/30/2017,63, 
7/31/2017,72, 
8/1/2017,58, 
8/2/2017,61, 
8/3/2017,56, 
8/4/2017,54, 
8/5/2017,61, 
8/6/2017,74, 
8/7/2017,61, 
8/8/2017,67, 
8/9/2017,73, 
8/10/2017,73, 
8/11/2017,66, 
8/12/2017,67, 
8/13/2017,60, 
8/14/2017,70, 
8/15/2017,64, 
8/16/2017,65, 
8/17/2017,61, 
8/18/2017,63, 
8/19/2017,53, 
8/20/2017,58, 
8/21/2017,60, 
8/22/2017,57, 
8/23/2017,65, 
8/24/2017,69, 
8/25/2017,69, 
8/26/2017,50, 
8/27/2017,54, 
8/28/2017,54, 
8/29/2017,61, 
8/30/2017,58, 
8/31/2017,60, 
9/1/2017,62, 
9/2/2017,52, 
9/3/2017,53, 
9/4/2017,65, 
9/5/2017,80, 
9/6/2017,93, 
9/11/2017,78, 
9/12/2017,68, 
9/13/2017,66, 
9/14/2017,93, 
9/15/2017,103, 
9/16/2017,108, 
9/17/2017,91, 
9/18/2017,50, 
9/19/2017,59, 
9/20/2017,65, 
9/21/2017,56, 
9/22/2017,70, 
9/23/2017,70, 
9/24/2017,74, 
9/25/2017,82, 
9/26/2017,99, 
9/27/2017,90, 
9/28/2017,96, 
9/29/2017,84, 
9/30/2017,57, 
4/1/2017,157, 
4/2/2017,141, 
4/3/2017,180, 
4/4/2017,163, 
4/5/2017,157, 
4/6/2017,205, 
4/7/2017,171, 
4/8/2017,165, 
4/9/2017,152, 
4/10/2017,174, 
4/11/2017,188, 
4/12/2017,216, 
4/13/2017,210, 
4/14/2017,200, 
4/15/2017,145, 
4/16/2017,154, 
4/17/2017,157, 
4/18/2017,173, 
4/19/2017,172, 
4/20/2017,157, 
4/21/2017,139, 
4/22/2017,140, 
4/23/2017,114, 
4/24/2017,116, 
4/25/2017,141, 
4/26/2017,149, 
4/27/2017,169, 
5/3/2017,141, 
5/4/2017,120, 
5/5/2017,117, 
5/6/2017,164, 
5/7/2017,160, 
5/8/2017,162, 
5/9/2017,119, 
5/10/2017,121, 
5/11/2017,146, 
5/12/2017,135, 
5/13/2017,115, 
5/14/2017,114, 
5/15/2017,109, 
5/16/2017,127, 
5/17/2017,108, 
5/18/2017,126, 
5/19/2017,113, 
5/20/2017,128, 
5/21/2017,144, 
5/22/2017,131, 
5/23/2017,131, 
5/24/2017,141, 
5/25/2017,136, 
5/26/2017,131, 
5/27/2017,98, 
5/28/2017,107, 
5/29/2017,117, 
5/30/2017,107, 
5/31/2017,113, 
6/1/2017,99, 
6/2/2017,101, 
6/3/2017,114, 
6/4/2017,134, 
6/5/2017,137, 
6/6/2017,104, 
6/7/2017,122, 
6/8/2017,138, 
6/9/2017,122, 
6/10/2017,122, 
6/11/2017,111, 
6/12/2017,101, 
6/13/2017,93, 
6/14/2017,108, 
6/15/2017,108, 
6/16/2017,97, 
6/17/2017,77, 
6/18/2017,95, 
6/19/2017,106, 
6/20/2017,109, 
6/21/2017,83, 
6/22/2017,73, 
6/23/2017,82, 
6/24/2017,67, 
6/25/2017,64, 
6/26/2017,57, 
6/27/2017,57, 
6/28/2017,60, 
6/29/2017,64, 
6/30/2017,76, 
3/23/2017,162, 
3/24/2017,156, 
3/25/2017,131, 
3/26/2017,169, 
3/27/2017,162, 
3/28/2017,172, 
3/29/2017,164, 
3/30/2017,165, 
3/31/2017,173, 
12/31/2024, ,76
1/1/2024, ,96
1/2/2024, ,80
1/3/2024, ,84
1/4/2024, ,84
1/6/2024, ,69
1/25/2024, ,95
1/26/2024, ,98
1/27/2024, ,95
1/28/2024, ,114
1/29/2024, ,107
2/22/2024, ,83
3/29/2024, ,72
3/30/2024, ,60
11/6/2023, ,40
11/7/2023, ,35
11/8/2023, ,34
12/12/2023, ,34
12/13/2023, ,29
12/14/2023, ,31
12/15/2023, ,35
12/16/2023, ,62
12/17/2023, ,83
12/18/2023, ,88
12/23/2023, ,100
12/24/2023, ,89
12/25/2023, ,89
12/26/2023, ,84
12/27/2023, ,83
9/17/2023, ,11
6/12/2023, ,33
6/13/2023, ,24
6/14/2023, ,30
